,Time,Date,Route,Block ID,Element Key,Location,Side of Street,Paid,Load Zone,RPZ,ADA,Rideshare Vehicle,Notes,Picture
848,1700,30-09-2021,PPSoutheast,5,37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,8,0,0,0,0,,
868,1800,30-09-2021,PPSoutheast,5,37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,7,0,0,0,0,,
913,1900,30-09-2021,PPSoutheast,5,37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,7,0,0,0,0,,
933,2000,30-09-2021,PPSoutheast,5,37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,8,0,0,0,0,,
953,2100,30-09-2021,PPSoutheast,5,37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,7,0,0,0,0,,
700,900,30-09-2021,PPSoutheast,6,37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,5,1,0,0,0,,
720,1000,30-09-2021,PPSoutheast,6,37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,8,0,0,0,0,,
740,1100,30-09-2021,PPSoutheast,6,37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,8,3,0,0,0,,
760,1200,30-09-2021,PPSoutheast,6,37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,7,2,0,0,0,,
780,1300,30-09-2021,PPSoutheast,6,37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,6,2,0,0,0,,
800,1400,30-09-2021,PPSoutheast,6,37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,7,1,0,0,0,,
820,1500,30-09-2021,PPSoutheast,6,37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,4,2,0,1,0,,
840,1600,30-09-2021,PPSoutheast,6,37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,6,2,0,1,0,,
860,1700,30-09-2021,PPSoutheast,6,37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,8,2,0,0,0,,
880,1800,30-09-2021,PPSoutheast,6,37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,8,2,0,0,0,,
925,1900,30-09-2021,PPSoutheast,6,37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,9,1,0,0,0,,
945,2000,30-09-2021,PPSoutheast,6,37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,8,1,0,0,0,,
965,2100,30-09-2021,PPSoutheast,6,37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,8,1,0,0,0,,
684,900,30-09-2021,PPSoutheast,1,37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,2,0,0,1,1,,
704,1000,30-09-2021,PPSoutheast,1,37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,4,0,0,0,1,,
724,1100,30-09-2021,PPSoutheast,1,37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,3,0,0,1,1,,
744,1200,30-09-2021,PPSoutheast,1,37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,5,0,0,1,1,,
764,1300,30-09-2021,PPSoutheast,1,37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,8,0,0,0,1,,
784,1400,30-09-2021,PPSoutheast,1,37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,5,0,0,0,0,,
804,1500,30-09-2021,PPSoutheast,1,37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,7,0,0,0,0,,
824,1600,30-09-2021,PPSoutheast,1,37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,9,0,0,0,0,,
844,1700,30-09-2021,PPSoutheast,1,37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,10,0,0,0,1,,
864,1800,30-09-2021,PPSoutheast,1,37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,10,0,0,0,0,,
909,1900,30-09-2021,PPSoutheast,1,37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,10,0,0,0,0,,
929,2000,30-09-2021,PPSoutheast,1,37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,11,0,0,0,0,,
949,2100,30-09-2021,PPSoutheast,1,37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,10,0,0,0,0,,
682,900,30-09-2021,PPSoutheast,16,37142,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,S,4,0,0,0,0,,
702,1000,30-09-2021,PPSoutheast,16,37142,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,S,6,0,0,0,0,,
722,1100,30-09-2021,PPSoutheast,16,37142,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,S,6,0,0,0,0,,
742,1200,30-09-2021,PPSoutheast,16,37142,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,S,9,0,0,0,0,,
762,1300,30-09-2021,PPSoutheast,16,37142,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,S,4,0,0,0,0,,
782,1400,30-09-2021,PPSoutheast,16,37142,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,S,8,0,0,0,0,,
802,1500,30-09-2021,PPSoutheast,16,37142,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,S,8,0,0,0,0,,
822,1600,30-09-2021,PPSoutheast,16,37142,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,S,8,0,0,0,0,,
842,1700,30-09-2021,PPSoutheast,16,37142,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,S,11,0,0,0,0,,
862,1800,30-09-2021,PPSoutheast,16,37142,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,S,10,0,0,0,0,,
907,1900,30-09-2021,PPSoutheast,16,37142,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,S,10,0,0,0,0,,
927,2000,30-09-2021,PPSoutheast,16,37142,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,S,9,0,0,0,0,,
947,2100,30-09-2021,PPSoutheast,16,37142,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,S,8,0,0,1,0,,
409,900,30-09-2021,PPNorth,,37174,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,3,0,0,0,0,,
427,1000,30-09-2021,PPNorth,,37174,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,5,1,0,0,0,,
445,1100,30-09-2021,PPNorth,,37174,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,3,1,0,1,0,,
488,1200,30-09-2021,PPNorth,,37174,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,5,1,0,1,0,,
506,1300,30-09-2021,PPNorth,,37174,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,6,2,0,0,0,,
524,1400,30-09-2021,PPNorth,,37174,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,4,2,0,0,0,,
542,1500,30-09-2021,PPNorth,,37174,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,3,2,0,0,0,,
560,1600,30-09-2021,PPNorth,,37174,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,4,1,0,0,0,,
578,1700,30-09-2021,PPNorth,,37174,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,3,1,0,0,0,,
596,1800,30-09-2021,PPNorth,,37174,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,5,1,0,0,0,,
614,1900,30-09-2021,PPNorth,,37174,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,6,0,0,0,0,,
632,2000,30-09-2021,PPNorth,,37174,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,4,2,0,0,0,,
650,2100,30-09-2021,PPNorth,,37174,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,4,0,0,0,0,,
404,900,30-09-2021,PPNorth,,37177,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,4,0,0,0,0,,
422,1000,30-09-2021,PPNorth,,37177,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,5,0,0,0,0,,
440,1100,30-09-2021,PPNorth,,37177,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,3,0,0,0,0,,
483,1200,30-09-2021,PPNorth,,37177,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,6,2,0,0,0,,
501,1300,30-09-2021,PPNorth,,37177,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,6,1,0,0,0,,
519,1400,30-09-2021,PPNorth,,37177,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,6,0,0,0,0,,
537,1500,30-09-2021,PPNorth,,37177,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,6,0,0,0,0,,
555,1600,30-09-2021,PPNorth,,37177,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,6,0,0,0,0,,
573,1700,30-09-2021,PPNorth,,37177,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,7,1,0,0,0,,
591,1800,30-09-2021,PPNorth,,37177,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,8,0,0,0,0,,
609,1900,30-09-2021,PPNorth,,37177,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,8,0,0,0,0,,
627,2000,30-09-2021,PPNorth,,37177,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,8,0,0,0,1,,
645,2100,30-09-2021,PPNorth,,37177,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,N,6,1,0,0,1,,
398,900,30-09-2021,PPNorth,,37178,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,3,0,0,0,0,,
416,1000,30-09-2021,PPNorth,,37178,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,4,0,0,0,0,,
434,1100,30-09-2021,PPNorth,,37178,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,7,0,0,0,0,,
477,1200,30-09-2021,PPNorth,,37178,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,6,0,0,0,0,,
495,1300,30-09-2021,PPNorth,,37178,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,6,0,0,0,0,,
513,1400,30-09-2021,PPNorth,,37178,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,5,0,0,0,0,,
531,1500,30-09-2021,PPNorth,,37178,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,5,1,0,0,0,,
549,1600,30-09-2021,PPNorth,,37178,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,6,0,0,0,0,,
567,1700,30-09-2021,PPNorth,,37178,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,6,0,0,0,0,,
585,1800,30-09-2021,PPNorth,,37178,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,7,0,0,0,0,,
603,1900,30-09-2021,PPNorth,,37178,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,9,0,0,0,0,,
621,2000,30-09-2021,PPNorth,,37178,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,8,0,0,0,0,,
639,2100,30-09-2021,PPNorth,,37178,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,8,0,0,0,0,,
402,900,30-09-2021,PPNorth,,37181,E PINE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,no cars currently.,https://idax.blob.core.windows.net/images/92239c76-bb30-4178-8266-d4136c836b1d-mobile.jpg
420,1000,30-09-2021,PPNorth,,37181,E PINE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,no cars parked here right now.,
438,1100,30-09-2021,PPNorth,,37181,E PINE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,no cars currently here.,
481,1200,30-09-2021,PPNorth,,37181,E PINE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,no one right now.,
499,1300,30-09-2021,PPNorth,,37181,E PINE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,no one is parked here right now.,
517,1400,30-09-2021,PPNorth,,37181,E PINE ST BETWEEN HARVARD AVE AND BROADWAY,N,1,0,0,0,0,,
535,1500,30-09-2021,PPNorth,,37181,E PINE ST BETWEEN HARVARD AVE AND BROADWAY,N,2,0,0,0,0,,
553,1600,30-09-2021,PPNorth,,37181,E PINE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,no one is parked here right now.,
571,1700,30-09-2021,PPNorth,,37181,E PINE ST BETWEEN HARVARD AVE AND BROADWAY,N,1,0,0,0,0,,
