,period,study_area,sub_area,area_subarea,parking_transaction_date_time,paymen_tmean,transaction_amount,paidduration_in_minutes,source_element_key
17781,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/21/2022 18:52,PHONE,1.5,180,77317
17784,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 18:52,PHONE,0.57,68,30970
17786,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 8:13,PHONE,3,360,53138
17799,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 14:37,PHONE,1.69,203,1433
17804,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/21/2022 12:35,PHONE,2,60,70750
17806,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 10:47,PHONE,0.53,30,57193
17809,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 15:40,CREDIT CARD,1,60,47225
17814,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/21/2022 8:14,PHONE,2.88,345,10165
17821,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 18:53,CREDIT CARD,0.56,67,24041
17826,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 13:40,PHONE,2,240,1433
17832,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 17:40,PHONE,0.5,20,57193
17841,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 8:14,CREDIT CARD,2,240,24041
17851,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 17:41,PHONE,0.48,19,57193
17857,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/21/2022 11:45,PHONE,4,120,70750
17864,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 8:15,PHONE,3.25,240,57194
17882,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 12:38,PHONE,1,120,94602
17896,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 12:38,CREDIT CARD,1,120,94602
17898,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 8:17,PHONE,1,120,94602
17904,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 8:17,PHONE,2,240,1433
17907,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 16:47,PHONE,0.61,73,1433
17912,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 11:46,CREDIT CARD,1,120,94602
17921,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 13:43,PHONE,4.5,180,57194
17930,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 8:18,CREDIT CARD,1,120,94602
17937,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 18:58,PHONE,0.52,62,30970
17943,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 12:40,PHONE,1,120,94602
17945,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 13:43,CREDIT CARD,1.7,101,47225
17946,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 12:40,PHONE,2,240,24041
17962,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 13:44,PHONE,2,240,1433
17967,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 12:40,PHONE,1,60,47225
17969,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 15:45,PHONE,0.25,30,24041
17975,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/21/2022 18:59,PHONE,0.04,5,77317
18003,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 12:41,PHONE,3,120,57194
18007,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/21/2022 8:21,CASH,1.2,120,70750
18009,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 12:41,PHONE,3,120,57193
18010,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 13:45,CREDIT CARD,0.25,15,47225
18018,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 11:49,CREDIT CARD,0.25,30,24041
18034,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 8:22,PHONE,0.17,20,94602
18038,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 16:51,PHONE,1.23,120,30970
18040,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 8:23,PHONE,2,240,24041
18041,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 13:46,CREDIT CARD,1.25,75,47225
18043,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 15:46,PHONE,0.67,20,30970
18050,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/23/2022 16:25,PHONE,1.54,60,53138
18051,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 15:03,PHONE,1,120,94602
18064,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 13:47,PHONE,0.08,10,1433
18073,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 13:47,PHONE,1.5,180,24042
18074,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 10:55,CREDIT CARD,2,240,1433
18079,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 15:47,PHONE,1,60,47225
18081,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 16:53,PHONE,0.39,40,47225
18083,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 16:53,PHONE,0.56,60,47225
18088,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 8:26,PHONE,1,120,47225
18090,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 17:49,PHONE,1.09,131,24042
18092,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 8:26,PHONE,2,240,1433
18098,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 16:54,CREDIT CARD,0.75,84,47225
18101,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 12:45,PHONE,0.75,30,57193
18106,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 10:57,CREDIT CARD,2,240,1433
18107,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 12:45,PHONE,1.5,60,57193
18109,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 8:28,PHONE,1,120,1433
18116,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 15:49,CREDIT CARD,2,240,24042
18117,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 10:58,PHONE,1,120,53137
18126,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 12:46,PHONE,1.5,60,57194
18130,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 10:59,PHONE,1.48,60,57193
18133,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 10:59,CREDIT CARD,1,120,94602
18140,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 10:59,CREDIT CARD,3.5,140,57194
18152,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 16:58,PHONE,1.5,60,57193
18154,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/21/2022 11:55,PHONE,0.5,60,10165
18162,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 17:54,CREDIT CARD,1.05,125,30970
18164,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/21/2022 8:33,PHONE,3,360,10165
18168,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 14:50,PHONE,4.75,190,57194
18169,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 14:50,PHONE,0.25,30,24042
18172,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 8:35,PHONE,1,120,94602
18175,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 14:51,PHONE,4.72,189,57193
18183,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 13:53,PHONE,4,120,30970
18187,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 14:52,PHONE,1.57,188,53138
18192,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 11:58,PHONE,1,120,94602
18194,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 12:51,CREDIT CARD,6,240,57193
18195,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/21/2022 8:38,PHONE,2.96,355,12682
18210,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 13:56,PHONE,1,30,30970
18213,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 8:42,PHONE,1,120,30970
18215,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/21/2022 14:54,CREDIT CARD,1.25,37,70750
18216,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 11:59,PHONE,1,60,47225
18221,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/21/2022 17:59,PHONE,1,120,77317
18224,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 12:54,PHONE,0.08,5,47225
18225,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 11:59,CREDIT CARD,2,240,1433
18227,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 14:55,PHONE,4,120,30970
18231,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 14:55,PHONE,1.54,185,1433
18242,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 8:48,PHONE,2,240,1433
18243,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 12:55,CREDIT CARD,1,120,94602
18249,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/21/2022 8:49,PHONE,2.25,270,10165
18258,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 8:50,PHONE,0.5,60,94602
18264,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 14:59,PHONE,1.5,60,57193
18271,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 12:59,PHONE,2,240,1433
18276,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 8:57,CREDIT CARD,3.95,240,57194
18277,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 8:59,CREDIT CARD,2,240,1433
18278,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 8:58,CREDIT CARD,4,480,53138
18281,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 14:00,PHONE,0.06,7,24041
18282,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 16:00,PHONE,0.5,60,1433
18289,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 17:00,PHONE,1.5,180,24041
18290,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 11:00,PHONE,1,120,94602
18292,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 9:00,PHONE,0.5,60,30970
18300,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 12:00,CREDIT CARD,3.25,97,30970
18302,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,CREDIT CARD,2.75,330,53137
18303,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 15:00,PHONE,0.5,60,53137
18307,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,CREDIT CARD,3.5,420,53138
18311,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 9:01,PHONE,0.25,30,1433
18316,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,CREDIT CARD,3.5,420,53138
18317,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 8:00,PHONE,3.06,367,10165
18318,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/22/2022 8:00,PHONE,3.58,429,12682
18319,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.65,438,53138
18321,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.23,388,53138
18327,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 11:01,CASH,1,120,24042
18330,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 11:02,PHONE,2,240,1433
18332,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 8:00,PHONE,3.28,393,10165
18334,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 16:01,PHONE,0.25,30,53137
18335,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/22/2022 8:00,PHONE,3.29,395,12682
18336,Afternoon,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/22/2022 16:01,CREDIT CARD,0.25,30,77317
18337,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 8:00,CREDIT CARD,3.25,390,10165
18338,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/22/2022 8:00,PHONE,3.29,395,12682
18340,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.3,396,53138
18341,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/22/2022 8:00,PHONE,3.31,397,12682
18345,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 10:01,PHONE,2,240,1433
18346,Afternoon,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/22/2022 16:02,PHONE,0.17,20,12682
18347,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,CREDIT CARD,3.5,420,53137
18348,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.33,399,53138
18352,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 16:02,PHONE,1.5,60,57193
18355,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/22/2022 8:00,PHONE,3.36,403,12682
18357,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/23/2022 18:36,PHONE,0.7,84,70750
18358,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.36,403,53137
18361,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.88,465,53138
18362,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 16:02,PHONE,2.45,120,70750
18365,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.37,404,53137
18367,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 10:02,PHONE,0.08,10,1433
18369,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 14:02,PHONE,0.75,45,47225
18370,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 10:02,PHONE,5.03,240,57194
18371,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/22/2022 8:00,PHONE,3.91,469,12682
18374,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.4,408,53137
18377,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 15:03,PHONE,0.25,30,94602
18378,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 17:02,PHONE,0.38,45,24041
18379,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.24,389,53138
18381,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 8:00,PHONE,3.41,409,10165
18382,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.08,370,53138
18385,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.42,410,53137
18389,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 8:00,PHONE,2.93,351,10165
18390,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,2.93,351,53138
18391,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 19:02,CREDIT CARD,0.49,58,70750
18393,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 8:00,PHONE,3.43,411,10165
18394,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 13:03,PHONE,2,240,1433
18396,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/22/2022 8:00,CREDIT CARD,3.25,390,10165
18398,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 17:02,CREDIT CARD,0.5,60,47225
18400,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 12:02,PHONE,2,240,1433
18402,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/22/2022 8:00,CREDIT CARD,5,600,12682
18403,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 9:03,CREDIT CARD,2,240,1433
18406,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.48,417,53138
18409,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 8:00,CREDIT CARD,1,120,94602
18410,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 18:03,PHONE,0.5,60,47225
18412,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 11:04,PHONE,0.5,60,24041
18418,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/22/2022 11:04,PHONE,4,120,30970
18419,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,4.03,483,53137
18420,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 9:05,PHONE,1,120,94602
18425,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 17:03,CREDIT CARD,0.5,60,70750
18426,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,3.07,368,53138
18428,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 13:04,PHONE,1,60,47225
18429,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 10:03,CASH,1,120,94602
18431,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 14:04,PHONE,5.9,236,57193
18436,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 12:03,PHONE,1,120,94602
18437,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 19:04,CASH,0.5,52,24041
18438,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 17:04,PHONE,1.4,56,57193
18442,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 8:00,CREDIT CARD,1,120,94602
18443,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,PHONE,4.13,496,53138
18449,Morning,South Lake Union,South,FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 8:00,CREDIT CARD,11.25,390,33146
18450,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 8:00,CREDIT CARD,1,120,94602
18456,Evening,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 17:05,PHONE,0.46,55,94602
18457,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 19:06,PHONE,0.45,54,70750
18461,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 10:05,PHONE,1,120,94602
18463,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 11:06,PHONE,2,240,1433
18467,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 15:07,PHONE,0.17,20,1433
18475,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/22/2022 12:04,CREDIT CARD,0.75,45,47225
18479,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 10:05,CASH,1,120,94602
18485,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 15:07,CREDIT CARD,2,240,24041
18490,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:00,CREDIT CARD,2,240,1433
18493,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 13:07,PHONE,1,120,1433
18495,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/22/2022 19:07,PHONE,0.44,53,24041
18496,Evening,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/22/2022 17:06,PHONE,0.45,54,94602
18502,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/22/2022 15:08,PHONE,0.5,60,53137
18503,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 16:07,CREDIT CARD,0.75,90,1433
18512,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 8:00,CREDIT CARD,2,240,1433
18514,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 18:06,CREDIT CARD,0.25,30,70750
18517,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/22/2022 14:06,CREDIT CARD,1.25,50,57194
18519,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/22/2022 9:09,PHONE,0.5,60,70750
18520,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/22/2022 13:07,CASH,1.1,132,1433
