,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,1ST AVE BETWEEN BELL ST AND BATTERY ST,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N
2022-03-24 09:37:00,0.607,0.714,0.667,0.25,1.737,1.0,0.167,0.917,0.083,0.917,0.769,1.0
2022-03-24 09:38:00,0.607,0.714,0.667,0.25,1.737,1.0,0.167,0.917,0.083,0.917,0.769,1.0
2022-03-24 09:39:00,0.607,0.714,0.667,0.25,1.737,1.0,0.167,0.917,0.083,0.917,0.769,1.0
2022-03-24 09:40:00,0.607,0.714,0.667,0.25,1.737,1.0,0.167,0.917,0.083,0.917,0.769,1.0
2022-03-24 09:41:00,0.607,0.857,0.667,0.25,1.737,1.0,0.167,0.917,0.083,0.917,0.769,1.0
2022-03-24 09:42:00,0.607,0.857,0.667,0.25,1.737,1.0,0.167,0.917,0.083,0.917,0.769,1.0
2022-03-24 09:43:00,0.607,0.857,0.667,0.25,1.737,1.0,0.0,0.917,0.083,0.917,0.769,1.0
2022-03-24 09:44:00,0.607,0.857,0.667,0.25,1.737,1.0,0.0,0.917,0.083,0.917,0.769,1.0
2022-03-24 09:45:00,0.607,0.857,0.667,0.25,1.737,1.0,0.0,0.917,0.083,0.917,0.769,1.0
2022-03-24 09:46:00,0.607,0.857,0.667,0.25,1.737,1.0,0.0,0.917,0.083,0.917,0.769,1.0
2022-03-24 09:47:00,0.607,0.857,0.667,0.25,1.737,1.0,0.0,0.917,0.083,0.917,0.769,1.0
2022-03-24 09:48:00,0.607,0.857,0.667,0.25,1.737,1.0,0.0,0.917,0.083,0.917,0.769,1.0
2022-03-24 09:49:00,0.607,0.857,0.667,0.25,1.737,1.0,0.0,0.917,0.083,0.958,0.769,1.0
2022-03-24 09:50:00,0.607,0.857,0.667,0.25,1.737,1.0,0.0,0.917,0.083,0.958,0.769,1.0
2022-03-24 09:51:00,0.607,0.857,0.667,0.25,1.737,1.0,0.0,0.917,0.083,0.958,0.769,1.0
2022-03-24 09:52:00,0.607,0.857,0.667,0.25,1.737,1.0,0.0,0.917,0.083,0.958,0.846,1.0
2022-03-24 09:53:00,0.607,0.857,0.667,0.25,1.737,1.0,0.0,0.917,0.083,0.958,0.846,1.0
2022-03-24 09:54:00,0.607,0.857,0.667,0.25,1.789,1.0,0.0,0.917,0.083,0.958,0.846,1.0
2022-03-24 09:55:00,0.607,1.0,0.667,0.25,1.789,0.75,0.0,0.917,0.083,0.875,0.846,1.0
2022-03-24 09:56:00,0.607,1.0,0.667,0.25,1.789,0.75,0.0,1.0,0.083,0.875,0.846,1.0
2022-03-24 09:57:00,0.607,0.857,0.667,0.25,1.789,0.75,0.0,1.0,0.083,0.875,0.846,1.0
2022-03-24 09:58:00,0.607,0.857,0.667,0.25,1.789,0.75,0.0,1.0,0.083,0.875,0.846,1.0
2022-03-24 09:59:00,0.607,0.857,0.667,0.25,1.789,0.75,0.0,1.0,0.083,0.875,0.923,1.0
2022-03-24 10:00:00,0.607,0.857,0.667,0.25,1.789,0.75,0.0,1.0,0.083,0.875,0.923,1.0
2022-03-24 10:01:00,0.607,1.0,0.667,0.25,1.737,0.5,0.0,1.0,0.083,0.792,0.923,1.0
2022-03-24 10:02:00,0.607,1.0,0.667,0.25,1.737,0.5,0.0,1.0,0.083,0.75,0.923,1.0
2022-03-24 10:03:00,0.607,1.0,0.667,0.25,1.737,0.5,0.0,1.0,0.083,0.708,0.923,1.0
2022-03-24 10:04:00,0.607,1.0,0.667,0.25,1.737,0.5,0.0,1.083,0.083,0.708,0.923,1.0
2022-03-24 10:05:00,0.607,1.0,0.667,0.25,1.684,0.5,0.0,1.083,0.083,0.708,0.923,1.0
2022-03-24 10:06:00,0.607,1.0,0.667,0.25,1.684,0.5,0.0,1.083,0.083,0.708,0.923,1.0
2022-03-24 10:07:00,0.607,1.0,0.667,0.375,1.684,0.5,0.0,1.083,0.083,0.667,0.923,1.0
2022-03-24 10:08:00,0.607,1.0,0.667,0.375,1.684,0.5,0.0,1.083,0.083,0.625,0.923,1.0
2022-03-24 10:09:00,0.607,1.0,0.667,0.375,1.684,0.5,0.0,1.083,0.083,0.583,0.923,1.0
2022-03-24 10:10:00,0.607,1.0,0.667,0.375,1.684,0.5,0.0,1.083,0.083,0.583,0.923,1.0
2022-03-24 10:11:00,0.607,1.0,0.667,0.375,1.684,0.5,0.0,1.083,0.083,0.583,0.923,1.0
2022-03-24 10:12:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.583,0.923,1.0
2022-03-24 10:13:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.583,0.923,1.0
2022-03-24 10:14:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.542,0.923,1.0
2022-03-24 10:15:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.542,0.923,1.0
2022-03-24 10:16:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.542,0.923,1.083
2022-03-24 10:17:00,0.643,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.542,0.923,1.083
2022-03-24 10:18:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.542,0.923,1.083
2022-03-24 10:19:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.583,0.923,1.083
2022-03-24 10:20:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.583,0.923,1.083
2022-03-24 10:21:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.542,0.923,1.083
2022-03-24 10:22:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.542,1.0,1.083
2022-03-24 10:23:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.542,1.0,1.083
2022-03-24 10:24:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.5,1.0,1.083
2022-03-24 10:25:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.5,1.0,1.083
2022-03-24 10:26:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.5,1.0,1.083
2022-03-24 10:27:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.5,1.0,1.083
2022-03-24 10:28:00,0.607,0.857,0.667,0.375,1.579,0.5,0.0,1.083,0.083,0.5,1.0,1.083
2022-03-24 10:29:00,0.607,0.857,0.667,0.375,1.579,0.5,0.0,1.083,0.083,0.542,1.0,1.083
2022-03-24 10:30:00,0.607,1.0,0.667,0.375,1.632,0.5,0.0,1.083,0.083,0.542,1.0,1.083
2022-03-24 10:31:00,0.607,1.0,0.667,0.375,1.632,0.75,0.0,1.083,0.083,0.542,1.0,1.083
2022-03-24 10:32:00,0.607,1.0,0.667,0.375,1.632,0.75,0.0,1.083,0.083,0.542,1.0,1.083
2022-03-24 10:33:00,0.643,1.0,0.667,0.375,1.632,0.75,0.0,1.083,0.083,0.583,0.923,1.083
2022-03-24 10:34:00,0.643,1.143,0.667,0.375,1.632,0.75,0.0,1.083,0.083,0.625,1.0,1.083
2022-03-24 10:35:00,0.643,1.143,0.667,0.375,1.632,0.75,0.0,1.083,0.083,0.625,1.0,1.083
2022-03-24 10:36:00,0.643,1.143,0.667,0.375,1.632,0.75,0.0,1.083,0.083,0.625,1.0,1.083
2022-03-24 10:37:00,0.643,1.143,0.667,0.375,1.632,0.75,0.0,1.083,0.083,0.667,1.0,1.083
2022-03-24 10:38:00,0.643,1.143,0.667,0.375,1.632,0.75,0.0,1.083,0.083,0.708,1.077,1.083
2022-03-24 10:39:00,0.643,1.143,0.75,0.375,1.632,0.75,0.0,1.167,0.083,0.708,1.077,1.083
2022-03-24 10:40:00,0.643,1.143,0.75,0.5,1.632,0.75,0.0,1.167,0.083,0.667,1.077,1.083
2022-03-24 10:41:00,0.643,1.143,0.75,0.5,1.632,0.75,0.0,1.167,0.083,0.667,1.077,1.083
2022-03-24 10:42:00,0.679,1.143,0.75,0.5,1.632,0.75,0.0,1.167,0.083,0.625,1.077,1.083
2022-03-24 10:43:00,0.679,1.143,0.75,0.5,1.632,0.75,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:44:00,0.679,1.143,0.75,0.375,1.632,0.75,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:45:00,0.679,1.143,0.75,0.375,1.632,0.75,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:46:00,0.679,1.143,0.75,0.25,1.632,0.75,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:47:00,0.679,1.143,0.75,0.25,1.632,0.75,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:48:00,0.679,1.143,0.833,0.25,1.632,0.75,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:49:00,0.679,1.143,0.833,0.25,1.632,1.0,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:50:00,0.679,1.143,0.833,0.25,1.632,1.0,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:51:00,0.679,1.143,0.833,0.25,1.632,1.25,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:52:00,0.679,1.143,0.833,0.25,1.632,1.25,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:53:00,0.679,1.143,0.833,0.25,1.632,1.25,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:54:00,0.679,1.143,0.75,0.25,1.632,1.25,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:55:00,0.643,1.143,0.75,0.25,1.632,1.25,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:56:00,0.643,1.143,0.833,0.25,1.632,1.25,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:57:00,0.643,1.143,0.833,0.25,1.632,1.25,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:58:00,0.643,1.143,0.833,0.25,1.632,1.25,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 10:59:00,0.643,1.143,0.833,0.25,1.632,1.25,0.0,1.167,0.083,0.625,1.0,1.083
2022-03-24 11:00:00,0.643,1.143,0.833,0.25,1.632,1.25,0.0,1.167,0.083,0.583,0.923,1.083
2022-03-24 11:01:00,0.643,1.0,0.833,0.25,1.474,1.25,0.0,1.167,0.083,0.583,0.923,1.083
2022-03-24 11:02:00,0.643,1.0,0.833,0.25,1.474,1.5,0.0,1.167,0.083,0.583,0.923,1.083
2022-03-24 11:03:00,0.643,1.0,0.833,0.25,1.474,1.5,0.0,1.167,0.083,0.583,0.846,1.083
2022-03-24 11:04:00,0.643,1.0,0.833,0.25,1.474,1.5,0.0,1.167,0.083,0.583,0.846,1.083
2022-03-24 11:05:00,0.643,1.0,0.833,0.25,1.474,1.5,0.0,1.167,0.083,0.583,0.846,1.083
2022-03-24 11:06:00,0.643,1.0,0.917,0.25,1.474,1.5,0.0,1.167,0.083,0.625,0.846,1.083
2022-03-24 11:07:00,0.643,1.0,0.917,0.25,1.526,1.5,0.0,1.167,0.083,0.625,0.846,1.083
2022-03-24 11:08:00,0.679,1.143,0.917,0.25,1.526,1.5,0.0,1.167,0.083,0.625,0.769,1.083
2022-03-24 11:09:00,0.679,1.143,0.917,0.25,1.526,1.5,0.0,1.167,0.083,0.625,0.692,1.083
2022-03-24 11:10:00,0.679,1.143,0.833,0.25,1.526,1.0,0.0,1.167,0.083,0.667,0.692,1.083
2022-03-24 11:11:00,0.679,1.143,0.917,0.375,1.526,1.0,0.0,1.167,0.083,0.708,0.615,1.083
2022-03-24 11:12:00,0.679,1.143,0.917,0.375,1.526,1.0,0.0,1.167,0.083,0.667,0.692,1.083
2022-03-24 11:13:00,0.679,1.286,0.917,0.375,1.526,0.75,0.0,1.167,0.083,0.667,0.692,1.083
2022-03-24 11:14:00,0.679,1.429,0.917,0.375,1.526,0.75,0.0,1.167,0.083,0.625,0.615,1.083
2022-03-24 11:15:00,0.679,1.429,0.917,0.375,1.526,0.75,0.0,1.167,0.083,0.583,0.615,1.083
2022-03-24 11:16:00,0.679,1.429,0.917,0.375,1.526,0.75,0.0,1.167,0.083,0.583,0.615,1.083
2022-03-24 11:17:00,0.679,1.429,0.917,0.375,1.526,0.75,0.0,1.167,0.083,0.583,0.615,1.083
2022-03-24 11:18:00,0.679,1.429,0.917,0.375,1.526,0.75,0.0,1.167,0.083,0.583,0.615,1.083
2022-03-24 11:19:00,0.75,1.286,0.917,0.375,1.526,0.75,0.0,1.167,0.083,0.625,0.615,1.083
2022-03-24 11:20:00,0.75,1.286,0.917,0.375,1.526,0.75,0.0,1.167,0.083,0.625,0.615,1.083
2022-03-24 11:21:00,0.75,1.286,0.917,0.375,1.526,0.75,0.0,1.167,0.083,0.583,0.692,1.083
2022-03-24 11:22:00,0.75,1.286,0.917,0.375,1.526,0.75,0.0,1.167,0.083,0.583,0.692,1.083
2022-03-24 11:23:00,0.75,1.286,0.917,0.5,1.526,1.0,0.0,1.167,0.083,0.625,0.692,1.083
2022-03-24 11:24:00,0.75,1.286,0.917,0.5,1.526,1.0,0.0,1.167,0.167,0.667,0.692,1.083
2022-03-24 11:25:00,0.75,1.286,0.917,0.5,1.526,1.0,0.0,1.167,0.167,0.667,0.692,1.083
2022-03-24 11:26:00,0.75,1.286,0.917,0.5,1.526,1.0,0.0,1.167,0.167,0.667,0.769,1.083
2022-03-24 11:27:00,0.75,1.286,0.917,0.5,1.526,1.0,0.0,1.167,0.167,0.667,0.769,1.083
2022-03-24 11:28:00,0.75,1.286,0.917,0.5,1.526,1.0,0.0,1.167,0.167,0.667,0.769,1.083
2022-03-24 11:29:00,0.75,1.286,0.917,0.625,1.526,1.0,0.0,1.167,0.167,0.667,0.846,1.083
2022-03-24 11:30:00,0.75,1.286,0.917,0.625,1.526,1.0,0.0,1.167,0.167,0.708,0.846,1.083
2022-03-24 11:31:00,0.714,1.143,0.917,0.625,1.474,1.0,0.0,1.167,0.167,0.667,0.846,1.083
2022-03-24 11:32:00,0.75,1.0,0.917,0.625,1.474,1.0,0.0,1.167,0.167,0.667,0.846,1.083
2022-03-24 11:33:00,0.75,1.0,0.917,0.625,1.474,1.0,0.0,1.167,0.167,0.667,0.846,1.083
2022-03-24 11:34:00,0.75,1.0,0.917,0.625,1.474,1.0,0.0,1.167,0.167,0.667,0.846,1.083
2022-03-24 11:35:00,0.75,0.857,0.917,0.625,1.526,1.0,0.0,1.167,0.167,0.667,0.846,1.083
2022-03-24 11:36:00,0.75,0.857,0.917,0.625,1.526,1.0,0.0,1.167,0.167,0.667,0.846,1.083
2022-03-24 11:37:00,0.75,0.857,0.917,0.625,1.526,1.0,0.0,1.167,0.167,0.667,0.846,1.083
2022-03-24 11:38:00,0.75,1.0,0.917,0.5,1.526,1.0,0.0,1.167,0.167,0.708,0.846,1.083
2022-03-24 11:39:00,0.75,1.0,0.917,0.5,1.526,1.0,0.0,1.167,0.167,0.708,0.692,1.083
2022-03-24 11:40:00,0.75,1.0,0.917,0.625,1.526,1.0,0.0,1.167,0.167,0.708,0.692,1.083
2022-03-24 11:41:00,0.75,1.0,0.917,0.625,1.526,1.0,0.0,1.167,0.167,0.708,0.692,1.083
2022-03-24 11:42:00,0.714,0.857,0.917,0.625,1.526,1.0,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:43:00,0.714,0.857,0.917,0.625,1.526,1.0,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:44:00,0.714,0.857,0.917,0.625,1.526,1.0,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:45:00,0.714,0.857,0.917,0.625,1.579,1.0,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:46:00,0.714,0.857,0.917,0.625,1.579,1.0,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:47:00,0.714,0.857,0.917,0.625,1.579,1.0,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:48:00,0.714,0.857,0.917,0.625,1.579,1.0,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:49:00,0.714,0.857,0.917,0.625,1.579,1.0,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:50:00,0.679,1.0,0.917,0.625,1.579,1.25,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:51:00,0.679,1.0,0.917,0.75,1.579,1.25,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:52:00,0.679,1.0,0.917,0.75,1.579,1.25,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:53:00,0.679,1.0,0.917,0.75,1.579,1.25,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:54:00,0.679,1.0,0.917,0.625,1.579,1.25,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:55:00,0.643,1.0,1.0,0.625,1.579,1.25,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:56:00,0.643,0.857,1.0,0.625,1.579,1.25,0.0,1.167,0.167,0.708,0.615,1.083
2022-03-24 11:57:00,0.643,1.0,1.0,0.5,1.579,1.25,0.0,1.083,0.167,0.708,0.615,1.083
2022-03-24 11:58:00,0.679,1.0,1.0,0.5,1.579,1.5,0.0,1.083,0.167,0.708,0.615,1.083
2022-03-24 11:59:00,0.714,1.0,1.0,0.5,1.579,1.5,0.0,1.083,0.167,0.708,0.615,1.083
2022-03-24 12:00:00,0.714,1.0,1.0,0.5,1.579,1.5,0.0,1.083,0.167,0.708,0.538,1.083
2022-03-24 12:01:00,0.607,0.857,0.917,0.625,1.579,1.5,0.0,1.083,0.167,0.667,0.538,1.083
2022-03-24 12:02:00,0.607,0.857,0.917,0.625,1.579,1.5,0.0,1.083,0.167,0.625,0.538,1.083
2022-03-24 12:03:00,0.571,0.857,0.833,0.625,1.579,1.5,0.0,1.083,0.167,0.667,0.462,1.083
2022-03-24 12:04:00,0.607,0.857,0.833,0.625,1.579,1.5,0.0,1.083,0.167,0.667,0.462,1.083
2022-03-24 12:05:00,0.571,0.857,0.833,0.625,1.579,1.5,0.0,1.0,0.167,0.667,0.462,1.083
2022-03-24 12:06:00,0.571,1.0,0.833,0.625,1.579,1.5,0.0,1.0,0.167,0.625,0.462,1.083
2022-03-24 12:07:00,0.571,1.0,0.75,0.625,1.632,1.5,0.0,1.0,0.167,0.625,0.462,1.083
2022-03-24 12:08:00,0.571,1.0,0.833,0.625,1.579,1.5,0.0,1.0,0.167,0.625,0.462,1.083
2022-03-24 12:09:00,0.571,1.0,0.833,0.75,1.579,1.5,0.0,1.0,0.167,0.583,0.462,1.083
2022-03-24 12:10:00,0.571,1.0,0.833,0.75,1.579,1.5,0.0,1.0,0.167,0.583,0.462,1.083
2022-03-24 12:11:00,0.571,1.0,0.833,0.75,1.579,1.5,0.0,1.0,0.167,0.583,0.462,1.083
2022-03-24 12:12:00,0.571,1.0,0.833,0.75,1.579,1.5,0.0,1.0,0.167,0.583,0.462,1.083
2022-03-24 12:13:00,0.571,1.0,0.833,0.75,1.579,1.5,0.0,1.0,0.167,0.583,0.462,1.083
2022-03-24 12:14:00,0.571,0.857,0.833,0.75,1.579,1.5,0.0,1.0,0.167,0.583,0.462,1.083
2022-03-24 12:15:00,0.571,0.857,0.833,0.75,1.579,1.5,0.0,1.0,0.167,0.583,0.462,1.083
2022-03-24 12:16:00,0.571,0.857,0.833,0.75,1.579,1.5,0.0,1.0,0.167,0.625,0.538,1.083
2022-03-24 12:17:00,0.571,0.857,0.917,0.75,1.579,1.75,0.0,1.0,0.167,0.667,0.538,1.083
2022-03-24 12:18:00,0.536,0.857,0.917,0.75,1.579,1.75,0.0,1.0,0.167,0.667,0.538,1.083
2022-03-24 12:19:00,0.536,0.857,0.917,0.75,1.579,1.75,0.0,1.0,0.167,0.667,0.538,1.083
2022-03-24 12:20:00,0.536,0.857,0.917,0.75,1.579,1.75,0.0,1.0,0.167,0.625,0.538,1.083
2022-03-24 12:21:00,0.536,0.857,0.917,0.75,1.579,1.75,0.0,1.0,0.167,0.625,0.615,1.083
2022-03-24 12:22:00,0.536,0.857,0.917,0.75,1.579,1.75,0.0,1.0,0.167,0.667,0.615,1.083
2022-03-24 12:23:00,0.536,0.857,0.917,0.75,1.579,1.75,0.0,1.0,0.167,0.667,0.615,1.083
2022-03-24 12:24:00,0.536,0.857,0.917,0.75,1.579,1.75,0.0,1.0,0.167,0.667,0.615,1.083
2022-03-24 12:25:00,0.536,0.857,0.833,0.75,1.579,1.75,0.0,1.0,0.167,0.667,0.615,1.083
2022-03-24 12:26:00,0.536,0.857,0.75,0.75,1.579,1.75,0.0,1.0,0.167,0.667,0.615,1.083
2022-03-24 12:27:00,0.536,0.857,0.75,0.75,1.579,1.75,0.0,1.0,0.167,0.708,0.615,1.083
2022-03-24 12:28:00,0.5,0.857,0.75,0.75,1.632,1.75,0.0,1.0,0.167,0.75,0.615,1.083
2022-03-24 12:29:00,0.5,1.0,0.75,0.75,1.632,1.75,0.0,1.0,0.167,0.708,0.615,1.083
2022-03-24 12:30:00,0.5,0.857,0.75,0.75,1.632,1.75,0.0,1.0,0.167,0.667,0.615,1.083
2022-03-24 12:31:00,0.5,0.857,0.75,0.75,1.632,1.75,0.0,1.0,0.167,0.667,0.615,1.083
2022-03-24 12:32:00,0.536,0.857,0.75,0.75,1.684,1.5,0.0,1.0,0.167,0.667,0.615,1.083
2022-03-24 12:33:00,0.536,0.857,0.75,0.75,1.684,1.5,0.0,1.0,0.167,0.667,0.615,1.083
2022-03-24 12:34:00,0.536,0.857,0.75,0.75,1.684,1.5,0.0,1.0,0.167,0.583,0.615,1.083
2022-03-24 12:35:00,0.536,0.857,0.75,0.75,1.684,1.5,0.0,1.0,0.167,0.583,0.615,1.083
2022-03-24 12:36:00,0.536,0.857,0.75,0.75,1.737,1.5,0.0,1.0,0.167,0.625,0.615,1.083
2022-03-24 12:37:00,0.5,0.857,0.833,0.75,1.737,1.5,0.0,1.0,0.167,0.708,0.615,1.083
2022-03-24 12:38:00,0.536,0.857,0.833,0.75,1.737,1.5,0.0,1.0,0.167,0.667,0.615,1.083
2022-03-24 12:39:00,0.536,0.714,0.833,0.75,1.737,1.5,0.0,1.0,0.167,0.667,0.615,1.083
2022-03-24 12:40:00,0.536,0.714,0.833,0.625,1.789,1.5,0.0,1.0,0.167,0.75,0.692,1.083
2022-03-24 12:41:00,0.536,0.857,0.917,0.625,1.789,1.75,0.0,1.0,0.167,0.75,0.692,1.083
2022-03-24 12:42:00,0.536,0.857,0.917,0.625,1.789,1.75,0.0,1.0,0.167,0.75,0.692,1.083
2022-03-24 12:43:00,0.536,0.857,0.917,0.625,1.789,1.75,0.0,1.0,0.167,0.75,0.692,1.083
2022-03-24 12:44:00,0.536,0.857,0.833,0.625,1.789,1.75,0.0,1.0,0.167,0.75,0.769,1.083
2022-03-24 12:45:00,0.536,0.857,0.833,0.625,1.789,1.75,0.0,1.0,0.167,0.75,0.769,1.083
2022-03-24 12:46:00,0.536,0.857,0.833,0.625,1.842,1.75,0.0,1.0,0.167,0.792,0.846,1.083
2022-03-24 12:47:00,0.536,0.857,0.833,0.625,1.842,1.75,0.0,1.0,0.167,0.792,0.846,1.083
2022-03-24 12:48:00,0.536,0.857,0.75,0.625,1.842,1.5,0.0,1.0,0.167,0.792,0.846,1.083
2022-03-24 12:49:00,0.536,0.857,0.75,0.625,1.842,1.5,0.0,1.0,0.167,0.792,0.769,1.083
2022-03-24 12:50:00,0.536,0.857,0.75,0.625,1.842,1.5,0.0,1.0,0.167,0.792,0.769,1.083
2022-03-24 12:51:00,0.536,0.857,0.75,0.625,1.842,1.5,0.0,1.0,0.167,0.792,0.769,1.083
2022-03-24 12:52:00,0.536,0.857,0.75,0.625,1.842,1.25,0.0,1.0,0.167,0.792,0.769,1.083
2022-03-24 12:53:00,0.536,0.857,0.75,0.625,1.842,1.25,0.0,1.0,0.167,0.792,0.846,1.083
2022-03-24 12:54:00,0.536,0.857,0.75,0.625,1.895,1.0,0.167,1.0,0.167,0.792,0.846,1.083
2022-03-24 12:55:00,0.536,0.857,0.75,0.625,1.895,1.0,0.167,1.0,0.167,0.792,0.846,1.083
2022-03-24 12:56:00,0.536,0.857,0.833,0.625,1.895,1.0,0.167,1.0,0.167,0.792,0.923,1.083
2022-03-24 12:57:00,0.536,0.857,0.833,0.625,1.895,1.0,0.167,1.0,0.167,0.792,0.923,1.083
2022-03-24 12:58:00,0.536,0.857,0.833,0.625,1.895,1.0,0.167,1.0,0.167,0.792,0.923,1.083
2022-03-24 12:59:00,0.571,0.857,0.833,0.625,1.895,1.0,0.167,1.0,0.167,0.792,0.923,1.083
2022-03-24 13:00:00,0.571,0.857,0.833,0.75,1.895,1.0,0.167,0.917,0.167,0.792,0.923,1.083
2022-03-24 13:01:00,0.571,0.857,0.833,0.75,1.947,1.0,0.167,0.917,0.167,0.792,0.923,1.083
2022-03-24 13:02:00,0.571,0.857,0.833,0.75,1.947,1.0,0.167,0.917,0.167,0.792,0.923,1.083
2022-03-24 13:03:00,0.571,0.857,0.833,0.75,1.947,1.0,0.167,0.917,0.167,0.792,0.923,1.083
2022-03-24 13:04:00,0.571,0.857,0.917,0.75,1.947,1.0,0.167,0.917,0.167,0.792,0.923,1.083
2022-03-24 13:05:00,0.571,0.857,0.917,0.75,1.947,1.0,0.167,0.917,0.167,0.792,0.923,1.083
2022-03-24 13:06:00,0.571,0.857,1.0,0.75,1.947,1.0,0.167,0.917,0.167,0.792,0.923,1.083
2022-03-24 13:07:00,0.571,0.857,1.0,0.75,1.895,1.0,0.167,0.917,0.167,0.75,0.923,1.083
2022-03-24 13:08:00,0.571,0.857,1.0,0.75,1.895,1.0,0.167,0.917,0.167,0.792,0.923,1.083
2022-03-24 13:09:00,0.571,0.857,1.0,0.75,1.895,1.0,0.167,0.917,0.167,0.792,0.923,1.083
2022-03-24 13:10:00,0.571,0.857,1.0,0.625,1.895,1.25,0.167,0.917,0.167,0.792,0.923,1.083
2022-03-24 13:11:00,0.571,0.714,1.0,0.625,1.895,1.25,0.167,0.917,0.167,0.75,0.923,1.083
2022-03-24 13:12:00,0.571,0.714,0.917,0.75,1.895,1.25,0.167,0.917,0.167,0.708,0.923,1.083
2022-03-24 13:13:00,0.571,0.714,0.917,0.75,1.895,1.25,0.167,0.917,0.167,0.708,0.923,1.083
2022-03-24 13:14:00,0.571,0.714,0.917,0.75,1.895,1.25,0.167,0.917,0.167,0.708,0.923,1.083
2022-03-24 13:15:00,0.571,0.714,0.833,0.75,1.895,1.25,0.167,0.917,0.167,0.708,0.923,1.083
2022-03-24 13:16:00,0.571,0.714,0.833,0.75,1.895,1.25,0.167,0.917,0.167,0.75,0.923,1.083
2022-03-24 13:17:00,0.571,0.714,0.833,0.75,1.895,1.25,0.167,0.917,0.167,0.75,0.923,1.083
2022-03-24 13:18:00,0.571,0.714,0.75,0.75,1.947,1.25,0.167,0.917,0.167,0.792,0.923,1.083
2022-03-24 13:19:00,0.607,0.714,0.667,0.75,1.947,1.25,0.167,0.917,0.167,0.792,0.923,1.083
